3,ACO,3,1,1115,83,15,2,8844
3,PSO,3,1,1115,83,15,2,4655
3,PSO,3,1,1115,83,14,3,4655
3,GEN,4,1,1115,83,12,2,5030
3,ACO,4,1,1115,83,15,2,8538
3,PSO,4,1,1115,83,16,2,4997
3,PSO,4,1,1115,83,14,3,4997
3,GEN,5,1,1115,83,7,2,4671
3,ACO,5,1,1155,123,55,2,9003
3,ACO,5,1,1155,123,54,3,9003
3,PSO,5,1,1115,83,15,2,4767
3,PSO,5,1,1115,83,12,3,4767
3,GEN,6,1,1115,83,7,2,5139
3,ACO,6,1,1115,83,15,2,8608
3,PSO,6,1,1115,83,16,2,4893
3,PSO,6,1,1115,83,16,2,4893
3,PSO,6,1,1115,83,16,2,4893
3,PSO,6,1,1115,83,16,2,4893
3,PSO,6,1,1115,83,14,3,4893
3,PSO,6,1,1115,83,14,3,4893
3,GEN,7,1,1115,83,16,2,5109
3,GEN,7,1,1115,83,16,2,5109
3,GEN,7,1,1115,83,16,2,5109
3,GEN,7,1,1115,83,14,3,5109
3,GEN,7,1,1115,83,14,3,5109
3,ACO,7,1,1115,83,15,2,8448
3,ACO,7,1,1115,83,14,3,8448
3,PSO,7,1,1115,83,15,2,4770
3,PSO,7,1,1115,83,14,3,4770
3,PSO,7,1,1115,83,14,3,4770
3,GEN,8,1,1115,83,16,2,4459
3,GEN,8,1,1115,83,16,2,4459
3,GEN,8,1,1115,83,14,3,4459
3,ACO,8,1,1115,83,15,2,8937
3,PSO,8,1,1115,83,16,2,5020
3,PSO,8,1,1115,83,12,3,5020
3,PSO,8,1,1115,83,12,3,5020
3,GEN,9,1,1115,83,12,2,5074
3,ACO,9,1,1115,83,15,2,8492
3,PSO,9,1,1115,83,16,2,5052
3,PSO,9,1,1115,83,16,2,5052
3,PSO,9,1,1115,83,16,2,5052
3,PSO,9,1,1115,83,12,3,5052
4,GEN,0,1,897,56,9,1,5792
4,GEN,0,1,917,56,7,1,5792
4,GEN,0,1,944,53,5,1,5792
4,ACO,0,1,892,51,4,1,5221
4,PSO,0,1,892,51,4,1,3433
4,PSO,0,1,1101,50,6,1,3433
4,GEN,1,1,897,56,9,1,5997
4,GEN,1,1,917,56,7,1,5997
4,ACO,1,1,892,51,4,1,5727
4,ACO,1,1,1101,50,6,1,5727
4,PSO,1,1,892,51,4,1,3631
4,GEN,2,1,897,56,9,1,6162
4,GEN,2,1,917,56,7,1,6162
4,ACO,2,1,892,51,4,1,5306
4,ACO,2,1,1022,51,3,1,5306
4,ACO,2,1,1101,50,6,1,5306
4,PSO,2,1,892,51,4,1,3522
4,GEN,3,1,892,51,4,1,6474
4,ACO,3,1,902,61,14,1,5389
4,ACO,3,1,1069,58,11,1,5389
4,ACO,3,1,1101,50,6,1,5389
4,PSO,3,1,892,51,4,1,3648
4,PSO,3,1,1101,50,6,1,3648
4,GEN,4,1,897,56,9,1,5926
4,GEN,4,1,917,56,7,1,5926
4,GEN,4,1,944,53,5,1,5926
4,ACO,4,1,892,51,4,1,5466
4,ACO,4,1,1101,50,6,1,5466
4,PSO,4,1,892,51,4,1,3699
4,GEN,5,1,892,51,4,1,6386
4,ACO,5,1,892,51,4,1,5806
4,PSO,5,1,892,51,4,1,3345
4,GEN,6,1,897,56,9,1,5586
4,GEN,6,1,917,56,7,1,5586
4,GEN,6,1,944,53,5,1,5586
4,ACO,6,1,892,51,4,1,5057
4,ACO,6,1,1101,50,6,1,5057
4,PSO,6,1,897,56,9,1,3484
4,PSO,6,1,917,56,7,1,3484
4,GEN,7,1,892,51,4,1,6222
4,ACO,7,1,897,56,9,1,5061
4,PSO,7,1,892,51,4,1,3104
4,GEN,8,1,892,51,4,1,7030
4,ACO,8,1,892,51,4,1,5841
4,ACO,8,1,1101,50,6,1,5841
4,PSO,8,1,892,51,4,1,3401
4,GEN,9,1,897,56,9,1,6287
4,GEN,9,1,917,56,7,1,6287
4,ACO,9,1,892,51,4,1,6439
4,ACO,9,1,1101,50,6,1,6439
4,PSO,9,1,892,51,4,1,3390
