stop_id,stop_name,stop_lat,stop_lon,stop_code
1266,Zielony Stok 01,54.345586205149,18.596067288562,1266
1268,Pagórkowa 01,54.345053618387,18.591451366648,1268
1271,Myśliwska 02,54.343803795738,18.581107453436,1271
1274,Damroki 01,54.338672666947,18.564239000966,1274
1275,Damroki 02,54.338986299736,18.563743505723,1275
1280,Węzeł Karczemki 01,54.347310361664,18.527918947535,1280
1282,Karczemki 01,54.349635146085,18.512436045232,1282
1285,Inżynierska 02,54.352259205082,18.500642246548,1285
1287,Kokoszki 02,54.354894527042,18.49030841308,1287
1295,Pólnicy 02,54.340495130429,18.559223104228,1295
1296,Unimor 01,54.364013969199,18.472386601897,1296
1297,Unimor 02,54.364227523251,18.47228111103,1297
1299,Centrostal 02,54.365549358787,18.469721201798,1299
1300,Schronisko dla zwierząt "Promyk" 01,54.369131684517,18.462218080751,1300
1301,Instal 02,54.367092958664,18.466593207575,1301
1302,Otomińska 01,54.34411361756,18.510615417197,1302
1304,Kiełpino Szkoła 01,54.339764580099,18.508108889567,1304
1305,Otomińska 02,54.343525644063,18.510004703907,1305
1306,Lawendowe Wzgórze 03,54.328462679807,18.569718591232,1306
1308,Szkoła Podstawowa nr 6 01,54.326281318536,18.568539916526,1308
1313,Kielecka 02,54.33370627396,18.590899664266,1313
1321,Niepołomicka 02,54.320359905424,18.595140047902,1321
1331,Płowce 02,54.355990099954,18.630275206799,1331
1346,Nowolipie 01,54.349747797796,18.598286547518,1346
1347,Matejki 02,54.374816677171,18.613037540986,1347
1349,Siedlicka 02,54.370035909423,18.611313385918,1349
1354,Jarowa 01,54.364597800276,18.61226030413,1354
1357,Schumana 02,54.359196727221,18.603738282488,1357
1358,Schumana 01,54.359264039165,18.604411644127,1358
1361,Na Wzgórzu - Teatr Leśny 02,54.370310482122,18.597070714257,1361
1362,Sobótki 01,54.374396140988,18.605424339627,1362
1367,Dobrowolskiego 02,54.360667164476,18.589552384715,1367
1370,Dobrowolskiego 01,54.36053984524,18.589929281711,1370
1373,Budapesztańska 04,54.355844687676,18.578137260146,1373
1379,Brętowo PKM 04,54.36472792622,18.572380107519,1379
1387,Srebrniki 02,54.378851755977,18.579123261865,1387
1391,Potokowa 02,54.37372572139,18.566521232311,1391
1399,Agrarna 02,54.376792786374,18.507575000519,1399
1401,Astronautów 02,54.377220887339,18.5039300901,1401
1405,Wrzeszczańska 01,54.390615959506,18.633332049863,1405
1408,Klukowo 01,54.388979077939,18.482250867991,1408
1416,Rakietowa 01,54.369238826243,18.482781833739,1416
1420,Bysewo 03,54.374976768237,18.463997879521,1420
1423,Ogrody Działkowe "Rębiechowo" I 02,54.378871762616,18.448326208572,1423
1426,Przyrodników 01,54.384473465537,18.431836376665,1426
110,Muzeum II Wojny Światowej 02,54.357610723461,18.658949523117,110
116,Wrzeszcz PKP 05,54.381347128935,18.604157095491,116
117,Oliwa PKP 04,54.411139542445,18.57221153255,117
123,Przymorze SKM 03,54.401827371374,18.576305852414,123
134,Chełm Cienista 02,54.337687325994,18.626189995916,134
137,Olszynka Szkoła 02,54.341838317545,18.668939423559,137
139,Górki Zachodnie 01,54.354769542472,18.782159489139,139
151,Suchanino 01,54.354108692995,18.607374322207,151
160,Galaktyczna 01,54.428123736317,18.486218293783,160
176,Kukawka 01,54.443930342959,18.457546395024,176
183,Kampinoska 01,54.316288027813,18.60329664045,183
184,Olimpijska 01,54.305596293584,18.58110499727,184
196,Żukowo Urząd Gminy 03,54.341442721786,18.355140132614,196
201,Jelitkowo 02,54.423210218812,18.592726717388,201
211,Strzyża PKM 07,54.390811243548,18.578819446503,211
221,Łostowice Świętokrzyska 01,54.322493962357,18.605703925732,221
300,Baza Hallera T1,54.397216624219,18.621550824037,300
