route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
26,7069_RO,7069_1119,PKP NOWY KISIELIN,,0,26/1,518505,0,0
26,7069_RO,7069_1120,WYCZÓŁKOWSKIEGO,,1,26/1,518509,0,0
26,7069_RO,7069_1121,PKP NOWY KISIELIN,,0,26/1,518510,0,0
26,7069_RO,7069_1122,WYCZÓŁKOWSKIEGO,,1,26/1,518512,0,0
26,7069_RO,7069_1123,PKP NOWY KISIELIN,,0,26/1,518510,0,0
26,7069_RO,7069_1124,WYCZÓŁKOWSKIEGO -> ZAJEZDNIA CHEMICZNA,,1,26/1,518511,0,0
26,7069_RO,7069_1125,PKP NOWY KISIELIN,,0,14/21,518510,0,0
26,7069_RO,7069_1126,WYCZÓŁKOWSKIEGO -> ZAJEZDNIA CHEMICZNA,,1,14/21,518511,0,0
26,7069_RO,7069_1127,PKP NOWY KISIELIN,,0,26/1,518505,0,0
26,7069_RO,7069_1128,WYCZÓŁKOWSKIEGO -> ZAJEZDNIA CHEMICZNA,,1,26/1,518511,0,0
27,7069_RO,7069_1129,JAROGNIEWICE,,0,27/1,518364,0,0
27,7069_RO,7069_1130,DWORZEC GŁÓWNY,,1,27/1,518365,0,0
27,7069_RO,7069_1131,JAROGNIEWICE,,0,27/1,518366,0,0
27,7069_RO,7069_1132,WYSPIAŃSKIEGO PRZEZ BARCIKOWICZKI,,1,27/1,518361,0,0
27,7069_RO,7069_1133,JAROGNIEWICE,,0,27/1,518350,0,0
27,7069_RO,7069_1134,WYSPIAŃSKIEGO PRZEZ BARCIKOWICZKI,,1,27/1,518361,0,0
101,7069_RO,7069_1145,LECHITÓW,,0,101/2,518340,0,0
101,7069_RO,7069_1147,LECHITÓW,,0,101/4,518340,0,0
10,7069_RO,7069_1148,DRZONKÓW,,1,10/2,518583,0,0
10,7069_RO,7069_1152,WYCZÓŁKOWSKIEGO,,0,10/2,518581,0,0
10,7069_RO,7069_1153,DRZONKÓW,,1,10/2,518583,0,0
10,7069_RO,7069_1155,WYCZÓŁKOWSKIEGO,,0,10/2,518581,0,0
10,7069_RO,7069_1156,DRZONKÓW,,1,10/2,518583,0,0
10,7069_RO,7069_1157,WYCZÓŁKOWSKIEGO,,0,10/2,518581,0,0
9,7069_RO,7069_1160,JĘDRZYCHÓW,,0,9/2,518324,0,0
9,7069_RO,7069_1161,OS. CZARKOWO,,1,9/2,518323,0,0
3,7069_RO,7069_1162,ZAJEZDNIA CHEMICZNA,,1,21/1,518282,0,0
102,7069_RO,7069_1164,OS. DOLINA ZIELONA,,0,101/4,518576,0,0
27,7069_RO,7069_1167,JELENIÓW,,0,27/10,518360,0,0
27,7069_RO,7069_1168,WYSPIAŃSKIEGO,,1,27/10,518347,0,0
27,7069_RO,7069_1169,JELENIÓW,,0,27/2,518348,0,0
27,7069_RO,7069_1170,WYSPIAŃSKIEGO,,1,27/2,518347,0,0
27,7069_RO,7069_1171,JAROGNIEWICE,,0,30/1,518350,0,0
27,7069_RO,7069_1172,DWORZEC GŁÓWNY,,1,30/1,518365,0,0
27,7069_RO,7069_1173,JAROGNIEWICE,,0,27/2,518366,0,0
27,7069_RO,7069_1174,DWORZEC GŁÓWNY PRZEZ BARCIKOWICZKI,,1,27/2,518355,0,0
27,7069_RO,7069_1175,JELENIÓW,,0,27/2,518360,0,0
27,7069_RO,7069_1176,WYSPIAŃSKIEGO,,1,27/2,518347,0,0
101,7069_RO,7069_1178,LECHITÓW PRZEZ SZPITAL,,0,101/2,518345,0,0
10,7069_RO,7069_118,DRZONKÓW,,1,10/1,518583,0,0
27,7069_RO,7069_1180,JAROGNIEWICE,,0,27/2,518350,0,0
27,7069_RO,7069_1182,WYSPIAŃSKIEGO PRZEZ BARCIKOWICZKI,,1,27/2,518361,0,0
30,7069_RO,7069_1185,ŁUGOWO,,0,25/1,518373,0,0
30,7069_RO,7069_1186,DWORZEC GŁÓWNY,,1,25/1,518377,0,0
20,7069_RO,7069_1188,PRZYLEP,,0,20/1,518445,0,0
30,7069_RO,7069_1192,BARCIKOWICE,,0,9/2,518378,0,0
30,7069_RO,7069_1193,DWORZEC GŁÓWNY,,1,9/2,518372,0,0
27,7069_RO,7069_1194,JAROGNIEWICE,,0,14/2,518366,0,0
27,7069_RO,7069_1195,WYSPIAŃSKIEGO,,1,14/2,518362,0,0
27,7069_RO,7069_1196,JELENIÓW,,0,27/3,518348,0,0
27,7069_RO,7069_1197,DWORZEC GŁÓWNY,,1,27/3,518353,0,0
27,7069_RO,7069_1198,OCHLA,,0,27/3,518358,0,0
27,7069_RO,7069_1199,DWORZEC GŁÓWNY,,1,27/3,518346,0,0
1,7069_RO,7069_12,CHYNÓW,,1,1/4,518409,0,0
27,7069_RO,7069_1200,JAROGNIEWICE,,0,27/3,518366,0,0
27,7069_RO,7069_1201,WYSPIAŃSKIEGO,,1,27/3,518362,0,0
27,7069_RO,7069_1203,JAROGNIEWICE,,0,27/3,518350,0,0
27,7069_RO,7069_1204,WYSPIAŃSKIEGO,,1,27/3,518362,0,0
27,7069_RO,7069_1205,JAROGNIEWICE,,0,27/3,518350,0,0
27,7069_RO,7069_1206,DWORZEC GŁÓWNY,,1,27/3,518365,0,0
21,7069_RO,7069_1208,JANY,,0,21/1,518433,0,0
29,7069_RO,7069_1209,PALMIARNIA,,0,29/1,518584,0,0
10,7069_RO,7069_121,WYCZÓŁKOWSKIEGO,,0,10/1,518581,0,0
30,7069_RO,7069_1210,BARCIKOWICE,,0,1/3,518378,0,0
30,7069_RO,7069_1211,DWORZEC GŁÓWNY,,1,1/3,518372,0,0
29,7069_RO,7069_1212,PALMIARNIA,,0,29/1,518584,0,0
21,7069_RO,7069_1215,DWORZEC GŁÓWNY,,1,1/4,518427,0,0
102,7069_RO,7069_1216,OS. DOLINA ZIELONA,,0,101/2,518576,0,0
29,7069_RO,7069_1218,PALMIARNIA,,0,29/1,518584,0,0
29,7069_RO,7069_1219,PALMIARNIA,,0,29/1,518584,0,0
10,7069_RO,7069_122,DRZONKÓW,,1,10/1,518583,0,0
29,7069_RO,7069_1220,PALMIARNIA,,0,29/1,518584,0,0
29,7069_RO,7069_1221,PALMIARNIA,,0,29/1,518584,0,0
29,7069_RO,7069_1222,PALMIARNIA,,0,29/1,518584,0,0
29,7069_RO,7069_1223,PALMIARNIA,,0,29/1,518584,0,0
29,7069_RO,7069_1224,PALMIARNIA,,0,29/1,518584,0,0
29,7069_RO,7069_1225,PALMIARNIA,,0,29/1,518584,0,0
29,7069_RO,7069_1226,PALMIARNIA,,0,29/1,518584,0,0
29,7069_RO,7069_1227,PALMIARNIA,,0,29/1,518584,0,0
29,7069_RO,7069_1228,PALMIARNIA,,0,29/1,518584,0,0
101,7069_RO,7069_1230,LECHITÓW PRZEZ SZPITAL,,0,101/4,518345,0,0
20,7069_RO,7069_1234,DWORZEC GŁÓWNY,,1,20/1,518448,0,0
101,7069_RO,7069_1240,LECHITÓW,,0,101/2,518340,0,0
102,7069_RO,7069_1241,OS. DOLINA ZIELONA,,0,101/4,518576,0,0
102,7069_RO,7069_1242,OS. DOLINA ZIELONA,,0,101/2,518576,0,0
101,7069_RO,7069_1243,LECHITÓW,,0,101/4,518340,0,0
101,7069_RO,7069_1252,LECHITÓW,,0,101/2,518340,0,0
101,7069_RO,7069_1255,LECHITÓW,,0,101/4,518340,0,0
44,7069_RO,7069_1257,OS. KWIATOWE,,0,20/11,518269,0,0
9,7069_RO,7069_1258,JĘDRZYCHÓW,,0,9/2,518324,0,0
10,7069_RO,7069_126,WYCZÓŁKOWSKIEGO,,0,10/1,518581,0,0
30,7069_RO,7069_1265,DRZONKÓW,,0,10/1,518374,0,0
30,7069_RO,7069_1267,DWORZEC GŁÓWNY,,1,10/1,518375,0,0
30,7069_RO,7069_1268,BARCIKOWICE,,0,27/10,518378,0,0
30,7069_RO,7069_1269,DWORZEC GŁÓWNY,,1,27/10,518372,0,0
8,7069_RO,7069_127,OS. ŚLĄSKIE,,0,14/2,518499,0,0
20,7069_RO,7069_1270,PRZYLEP LOTNISKO,,0,27/2,518444,0,0
20,7069_RO,7069_1271,DWORZEC GŁÓWNY,,1,27/2,518449,0,0
20,7069_RO,7069_1272,PRZYLEP,,0,27/2,518445,0,0
20,7069_RO,7069_1273,DWORZEC GŁÓWNY,,1,27/2,518448,0,0
20,7069_RO,7069_1274,PRZYLEP,,0,25/10,518445,0,0
20,7069_RO,7069_1275,DWORZEC GŁÓWNY,,1,25/10,518448,0,0
20,7069_RO,7069_1276,PRZYLEP,,0,30/1,518445,0,0
20,7069_RO,7069_1277,DWORZEC GŁÓWNY,,1,30/1,518448,0,0
20,7069_RO,7069_1278,PRZYLEP,,0,22/1,518445,0,0
20,7069_RO,7069_1279,DWORZEC GŁÓWNY,,1,22/1,518448,0,0
8,7069_RO,7069_128,BOTANICZNA,,1,14/2,518500,0,0
101,7069_RO,7069_1284,LECHITÓW,,0,101/2,518340,0,0
30,7069_RO,7069_1285,BARCIKOWICE,,0,0/5,518378,0,0
30,7069_RO,7069_1286,DWORZEC GŁÓWNY,,1,0/5,518372,0,0
20,7069_RO,7069_1288,PRZYLEP,,0,25/22,518445,0,0
30,7069_RO,7069_1289,ŁUGOWO,,0,30/30,518373,0,0
30,7069_RO,7069_1291,DWORZEC GŁÓWNY,,1,30/30,518377,0,0
30,7069_RO,7069_1292,BARCIKOWICE,,0,29/1,518378,0,0
30,7069_RO,7069_1293,DWORZEC GŁÓWNY,,1,29/1,518372,0,0
30,7069_RO,7069_1296,BARCIKOWICE,,0,30/12,518378,0,0
30,7069_RO,7069_1297,DWORZEC GŁÓWNY,,1,30/12,518372,0,0
20,7069_RO,7069_1298,PRZYLEP LOTNISKO,,0,30/12,518444,0,0
20,7069_RO,7069_1299,DWORZEC GŁÓWNY,,1,30/12,518449,0,0
1,7069_RO,7069_13,JĘDRZYCHÓW,,0,1/4,518406,0,0
30,7069_RO,7069_1300,BARCIKOWICE,,0,30/12,518378,0,0
30,7069_RO,7069_1301,DWORZEC GŁÓWNY,,1,30/12,518372,0,0
30,7069_RO,7069_1304,BARCIKOWICE,,0,30/21,518378,0,0
30,7069_RO,7069_1305,DWORZEC GŁÓWNY,,1,30/21,518372,0,0
8,7069_RO,7069_131,OS. ŚLĄSKIE,,0,14/2,518499,0,0
25,7069_RO,7069_1311,NOWY KISIELIN,,0,25/21,518468,0,0
25,7069_RO,7069_1312,DWORZEC GŁÓWNY PRZEZ PARK I ZATORZE,,1,25/21,518470,0,0
25,7069_RO,7069_1313,DROSZKÓW,,0,25/1,518459,0,0
25,7069_RO,7069_1314,DWORZEC GŁÓWNY PRZEZ PARK TECH.,,1,25/1,518466,0,0
101,7069_RO,7069_1315,LECHITÓW,,0,101/4,518340,0,0
25,7069_RO,7069_1316,DROSZKÓW,,0,39/20,518459,0,0
101,7069_RO,7069_1317,LECHITÓW,,0,101/2,518340,0,0
8,7069_RO,7069_132,BOTANICZNA,,1,14/2,518500,0,0
27,7069_RO,7069_1327,JELENIÓW,,0,44/1,518348,0,0
27,7069_RO,7069_1328,DWORZEC GŁÓWNY,,1,44/1,518353,0,0
27,7069_RO,7069_1329,JELENIÓW,,0,44/1,518360,0,0
8,7069_RO,7069_133,OS. ŚLĄSKIE,,0,14/2,518499,0,0
27,7069_RO,7069_1330,WYSPIAŃSKIEGO,,1,44/1,518347,0,0
1,7069_RO,7069_1336,CHYNÓW,,1,1/4,518409,0,0
8,7069_RO,7069_134,ZAJEZDNIA CHEMICZNA,,1,14/2,518502,0,0
1,7069_RO,7069_1341,JĘDRZYCHÓW,,0,1/4,518406,0,0
1,7069_RO,7069_1343,CHYNÓW PRZEZ DZIAŁKI,,1,1/4,518397,0,0
3,7069_RO,7069_1344,ZAJEZDNIA CHEMICZNA,,1,25/22,518282,0,0
30,7069_RO,7069_1346,ŁUGOWO,,0,30/11,518373,0,0
30,7069_RO,7069_1347,DWORZEC GŁÓWNY,,1,30/11,518377,0,0
25,7069_RO,7069_1348,DWORZEC GŁÓWNY PRZEZ ZATORZE,,1,39/20,518465,0,0
30,7069_RO,7069_1350,ŁUGOWO,,0,30/11,518373,0,0
30,7069_RO,7069_1351,DWORZEC GŁÓWNY,,1,30/11,518377,0,0
20,7069_RO,7069_1352,DWORZEC GŁÓWNY,,1,25/22,518448,0,0
30,7069_RO,7069_1354,BARCIKOWICE,,0,30/1,518378,0,0
30,7069_RO,7069_1355,DWORZEC GŁÓWNY,,1,30/1,518372,0,0
14,7069_RO,7069_136,OS. ŚLĄSKIE,,0,14/10,518391,0,0
27,7069_RO,7069_1364,JAROGNIEWICE,,0,1/21,518366,0,0
27,7069_RO,7069_1365,DWORZEC GŁÓWNY PRZEZ BARCIKOWICZKI,,1,1/21,518355,0,0
101,7069_RO,7069_1368,LECHITÓW,,0,101/4,518340,0,0
101,7069_RO,7069_1369,LECHITÓW,,0,101/2,518340,0,0
14,7069_RO,7069_137,"ZAWADZKIEGO ""ZOŚKI""",,1,14/10,518388,0,0
14,7069_RO,7069_138,OS. ŚLĄSKIE,,0,14/10,518389,0,0
9,7069_RO,7069_1383,OS. CZARKOWO,,1,9/2,518323,0,0
9,7069_RO,7069_1384,JĘDRZYCHÓW PRZEZ DZIAŁKI,,0,9/1,518321,0,0
27,7069_RO,7069_1386,JAROGNIEWICE,,0,27/20,518350,0,0
27,7069_RO,7069_1387,WYSPIAŃSKIEGO PRZEZ BARCIKOWICZKI,,1,27/20,518361,0,0
27,7069_RO,7069_1389,JELENIÓW,,0,27/20,518348,0,0
26,7069_RO,7069_139,PKP NOWY KISIELIN,,0,30/20,518507,0,0
27,7069_RO,7069_1390,WYSPIAŃSKIEGO,,1,27/20,518347,0,0
26,7069_RO,7069_1391,OS. ŚLĄSKIE,,1,5/5,518508,0,0
N1,7069_RO,7069_1392,WYSZYŃSKIEGO,,0,27/21,518326,0,0
N2,7069_RO,7069_1393,OS. CZARKOWO,,1,27/21,518393,0,0
27,7069_RO,7069_1394,DWORZEC GŁÓWNY,,1,44/1,518353,0,0
27,7069_RO,7069_1397,JELENIÓW,,0,44/1,518348,0,0
27,7069_RO,7069_1398,JAROGNIEWICE,,0,12/1,518366,0,0
27,7069_RO,7069_1399,ZAJEZDNIA CHEMICZNA,,1,12/1,518359,0,0
1,7069_RO,7069_14,CHYNÓW PRZEZ SŁUBICKĄ,,1,1/20,518403,0,0
14,7069_RO,7069_140,"ZAWADZKIEGO ""ZOŚKI""",,1,14/1,518388,0,0
26,7069_RO,7069_1400,PKP NOWY KISIELIN,,0,26/10,518506,0,0
26,7069_RO,7069_1408,WYCZÓŁKOWSKIEGO -> ZAJEZDNIA CHEMICZNA,,1,26/10,518511,0,0
39,7069_RO,7069_1409,BOTANICZNA,,0,15/10,518339,0,0
14,7069_RO,7069_141,OS. ŚLĄSKIE,,0,14/1,518389,0,0
101,7069_RO,7069_1412,LECHITÓW,,0,101/4,518340,0,0
9,7069_RO,7069_1413,JĘDRZYCHÓW,,0,9/2,518324,0,0
101,7069_RO,7069_1414,LECHITÓW,,0,101/2,518340,0,0
14,7069_RO,7069_142,"ZAWADZKIEGO ""ZOŚKI""",,1,14/1,518388,0,0
20,7069_RO,7069_1424,PRZYLEP LOTNISKO,,0,20/21,518444,0,0
27,7069_RO,7069_1425,JELENIÓW,,0,27/21,518348,0,0
27,7069_RO,7069_1426,DWORZEC GŁÓWNY,,1,27/21,518353,0,0
20,7069_RO,7069_1428,PRZYLEP,,0,30/30,518445,0,0
27,7069_RO,7069_1429,JAROGNIEWICE,,0,20/1,518366,0,0
14,7069_RO,7069_143,OS. ŚLĄSKIE,,0,14/1,518389,0,0
27,7069_RO,7069_1431,DWORZEC GŁÓWNY,,1,20/1,518365,0,0
20,7069_RO,7069_1433,ZAJEZDNIA CHEMICZNA,,1,30/30,518446,0,0
N1,7069_RO,7069_1438,WYSZYŃSKIEGO,,0,N1/30,518326,0,0
5,7069_RO,7069_1439,OS. LEŚNE,,0,5/1,518368,0,0
5,7069_RO,7069_1440,OS. CZARKOWO,,1,5/1,518371,0,0
5,7069_RO,7069_1441,OS. LEŚNE,,0,5/1,518369,0,0
5,7069_RO,7069_1442,OS. CZARKOWO,,1,5/1,518371,0,0
5,7069_RO,7069_1443,OS. LEŚNE,,0,5/1,518369,0,0
5,7069_RO,7069_1444,OS. CZARKOWO,,1,5/1,518371,0,0
21,7069_RO,7069_1446,DWORZEC GŁÓWNY,,1,101/4,518427,0,0
5,7069_RO,7069_1447,OS. LEŚNE,,0,5/1,518369,0,0
5,7069_RO,7069_1448,OS. CZARKOWO,,1,5/1,518371,0,0
5,7069_RO,7069_1449,OS. LEŚNE,,0,5/1,518369,0,0
14,7069_RO,7069_145,"ZAWADZKIEGO ""ZOŚKI""",,1,14/1,518388,0,0
5,7069_RO,7069_1450,OS. CZARKOWO,,1,5/1,518371,0,0
5,7069_RO,7069_1451,OS. LEŚNE,,0,5/1,518369,0,0
5,7069_RO,7069_1452,OS. CZARKOWO,,1,5/1,518371,0,0
5,7069_RO,7069_1453,OS. LEŚNE,,0,5/1,518369,0,0
5,7069_RO,7069_1454,OS. CZARKOWO,,1,5/1,518371,0,0
5,7069_RO,7069_1455,OS. LEŚNE,,0,5/1,518369,0,0
5,7069_RO,7069_1456,OS. CZARKOWO,,1,5/1,518371,0,0
5,7069_RO,7069_1457,OS. LEŚNE,,0,5/1,518369,0,0
5,7069_RO,7069_1458,OS. CZARKOWO,,1,5/1,518371,0,0
5,7069_RO,7069_1459,OS. LEŚNE,,0,5/1,518369,0,0
14,7069_RO,7069_146,OS. ŚLĄSKIE,,0,14/1,518389,0,0
5,7069_RO,7069_1460,OS. CZARKOWO,,1,5/1,518371,0,0
5,7069_RO,7069_1461,OS. LEŚNE,,0,5/1,518369,0,0
5,7069_RO,7069_1462,OS. CZARKOWO,,1,5/1,518371,0,0
5,7069_RO,7069_1465,OS. LEŚNE,,0,5/2,518369,0,0
5,7069_RO,7069_1466,OS. CZARKOWO,,1,5/2,518371,0,0
5,7069_RO,7069_1467,OS. LEŚNE,,0,5/2,518369,0,0
5,7069_RO,7069_1468,OS. CZARKOWO,,1,5/2,518371,0,0
14,7069_RO,7069_147,"ZAWADZKIEGO ""ZOŚKI""",,1,14/1,518388,0,0
5,7069_RO,7069_1473,OS. LEŚNE,,0,5/2,518369,0,0
20,7069_RO,7069_1474,DWORZEC GŁÓWNY,,1,20/21,518449,0,0
5,7069_RO,7069_1475,OS. CZARKOWO,,1,5/2,518371,0,0
5,7069_RO,7069_1476,OS. LEŚNE,,0,5/2,518369,0,0
14,7069_RO,7069_148,OS. ŚLĄSKIE,,0,14/1,518389,0,0
5,7069_RO,7069_1489,OS. CZARKOWO,,1,5/2,518371,0,0
14,7069_RO,7069_149,"ZAWADZKIEGO ""ZOŚKI""",,1,14/1,518388,0,0
5,7069_RO,7069_1495,OS. LEŚNE,,0,5/2,518369,0,0
14,7069_RO,7069_150,OS. ŚLĄSKIE,,0,14/1,518389,0,0
14,7069_RO,7069_151,"ZAWADZKIEGO ""ZOŚKI""",,1,14/1,518388,0,0
5,7069_RO,7069_1520,OS. CZARKOWO,,1,5/2,518371,0,0
14,7069_RO,7069_153,OS. ŚLĄSKIE,,0,14/1,518389,0,0
14,7069_RO,7069_154,"ZAWADZKIEGO ""ZOŚKI""",,1,14/1,518388,0,0
5,7069_RO,7069_1556,OS. LEŚNE,,0,5/2,518369,0,0
5,7069_RO,7069_1557,OS. CZARKOWO,,1,5/2,518371,0,0
5,7069_RO,7069_1558,OS. LEŚNE,,0,5/2,518369,0,0
5,7069_RO,7069_1559,OS. CZARKOWO,,1,5/2,518371,0,0
5,7069_RO,7069_1560,OS. LEŚNE,,0,5/2,518369,0,0
5,7069_RO,7069_1564,OS. CZARKOWO,,1,5/2,518371,0,0
5,7069_RO,7069_1565,OS. LEŚNE,,0,5/2,518369,0,0
5,7069_RO,7069_1568,OS. CZARKOWO,,1,5/2,518371,0,0
5,7069_RO,7069_1569,OS. LEŚNE,,0,5/2,518369,0,0
6,7069_RO,7069_157,OS. BRANIBORSKIE,,0,6/1,518284,0,0
14,7069_RO,7069_158,"ZAWADZKIEGO ""ZOŚKI""",,1,14/4,518388,0,0
14,7069_RO,7069_159,OS. ŚLĄSKIE,,0,14/1,518389,0,0
1,7069_RO,7069_16,JĘDRZYCHÓW PRZEZ SŁUBICKĄ,,0,1/20,518408,0,0
14,7069_RO,7069_160,"ZAWADZKIEGO ""ZOŚKI""",,1,14/1,518388,0,0
20,7069_RO,7069_1605,PRZYLEP,,0,20/22,518445,0,0
20,7069_RO,7069_1609,DWORZEC GŁÓWNY,,1,20/22,518448,0,0
14,7069_RO,7069_161,OS. ŚLĄSKIE,,0,14/1,518389,0,0
3,7069_RO,7069_1611,DWORZEC GŁÓWNY,,0,21/1,518283,0,0
20,7069_RO,7069_1612,PRZYLEP,,0,20/22,518445,0,0
15,7069_RO,7069_1618,OS. MAZURSKIE,,0,15/10,518413,0,0
1,7069_RO,7069_162,JĘDRZYCHÓW,,0,1/2,518411,0,0
20,7069_RO,7069_1620,DWORZEC GŁÓWNY,,1,20/22,518448,0,0
101,7069_RO,7069_1623,LECHITÓW,,0,101/20,518341,0,0
14,7069_RO,7069_163,"ZAWADZKIEGO ""ZOŚKI""",,1,14/1,518388,0,0
20,7069_RO,7069_1630,PRZYLEP LOTNISKO,,0,25/22,518444,0,0
15,7069_RO,7069_1632,RACULKA,,0,15/1,518415,0,0
15,7069_RO,7069_1633,OS. MAZURSKIE,,0,15/1,518413,0,0
15,7069_RO,7069_1634,OS. MAZURSKIE,,0,15/1,518413,0,0
101,7069_RO,7069_1635,LECHITÓW,,0,101/20,518341,0,0
2,7069_RO,7069_1637,ZAJEZDNIA CHEMICZNA,,1,1/21,518440,0,0
20,7069_RO,7069_1638,DWORZEC GŁÓWNY,,1,25/22,518449,0,0
20,7069_RO,7069_1640,PRZYLEP LOTNISKO,,0,39/20,518444,0,0
20,7069_RO,7069_1646,DWORZEC GŁÓWNY,,1,39/20,518449,0,0
14,7069_RO,7069_165,OS. ŚLĄSKIE,,0,14/1,518389,0,0
14,7069_RO,7069_166,"ZAWADZKIEGO ""ZOŚKI""",,1,14/4,518388,0,0
101,7069_RO,7069_1662,LECHITÓW,,0,101/20,518341,0,0
0,7069_RO,7069_1669,"ZAWADZKIEGO ""ZOŚKI""",,1,20/1,518387,0,0
1,7069_RO,7069_167,CHYNÓW,,1,1/2,518409,0,0
101,7069_RO,7069_1672,LECHITÓW,,0,101/20,518341,0,0
101,7069_RO,7069_1673,LECHITÓW,,0,101/20,518341,0,0
14,7069_RO,7069_168,OS. ŚLĄSKIE,,0,30/1,518389,0,0
15,7069_RO,7069_1681,OS. MAZURSKIE,,0,19/21,518413,0,0
5,7069_RO,7069_1682,OS. CZARKOWO,,1,44/1,518371,0,0
15,7069_RO,7069_1683,OS. MAZURSKIE,,0,15/1,518413,0,0
15,7069_RO,7069_1685,OS. MAZURSKIE,,0,15/1,518413,0,0
15,7069_RO,7069_1686,"ZAJEZDNIA CHEMICZNA PRZEZ DW. GŁÓWNY, OS.ZDROJOWE",,1,15/1,518414,0,0
15,7069_RO,7069_1689,"ZAJEZDNIA CHEMICZNA PRZEZ DW. GŁÓWNY, OS.ZDROJOWE",,1,14/10,518418,0,0
14,7069_RO,7069_169,"ZAWADZKIEGO ""ZOŚKI""",,1,14/3,518388,0,0
44,7069_RO,7069_1690,OS. KWIATOWE,,0,27/3,518276,0,0
101,7069_RO,7069_1692,LECHITÓW,,0,101/20,518341,0,0
22,7069_RO,7069_1698,CHYNÓW,,0,21/1,518422,0,0
3,7069_RO,7069_17,DWORZEC GŁÓWNY,,0,30/30,518283,0,0
14,7069_RO,7069_170,OS. ŚLĄSKIE,,0,14/3,518389,0,0
22,7069_RO,7069_1704,DWORZEC GŁÓWNY,,1,21/1,518420,0,0
1,7069_RO,7069_171,JĘDRZYCHÓW PRZEZ DZIAŁKI,,0,1/2,518398,0,0
14,7069_RO,7069_172,"ZAWADZKIEGO ""ZOŚKI""",,1,14/3,518388,0,0
14,7069_RO,7069_173,OS. ŚLĄSKIE,,0,30/1,518389,0,0
20,7069_RO,7069_1731,DWORZEC GŁÓWNY,,1,20/21,518449,0,0
14,7069_RO,7069_1743,"ZAWADZKIEGO ""ZOŚKI""",,1,14/3,518388,0,0
14,7069_RO,7069_1744,OS. ŚLĄSKIE,,0,14/4,518389,0,0
14,7069_RO,7069_1747,"ZAWADZKIEGO ""ZOŚKI""",,1,14/4,518388,0,0
10,7069_RO,7069_1753,WYCZÓŁKOWSKIEGO,,0,44/1,518582,0,0
N2,7069_RO,7069_1754,DWORZEC GŁÓWNY,,0,25/10,518392,0,0
N2,7069_RO,7069_1755,OS. CZARKOWO,,1,25/10,518394,0,0
14,7069_RO,7069_176,OS. ŚLĄSKIE,,0,14/11,518389,0,0
5,7069_RO,7069_1778,OS. LEŚNE,,0,44/1,518369,0,0
44,7069_RO,7069_1779,OS. KWIATOWE,,0,44/1,518276,0,0
14,7069_RO,7069_178,OS. ŚLĄSKIE,,0,14/4,518389,0,0
5,7069_RO,7069_1782,ZAJEZDNIA CHEMICZNA,,1,44/1,518370,0,0
5,7069_RO,7069_1783,OS. LEŚNE,,0,5/3,518368,0,0
5,7069_RO,7069_1784,OS. CZARKOWO,,1,5/3,518371,0,0
5,7069_RO,7069_1785,OS. LEŚNE,,0,5/3,518369,0,0
5,7069_RO,7069_1786,OS. CZARKOWO,,1,5/3,518371,0,0
5,7069_RO,7069_1787,OS. LEŚNE,,0,5/3,518369,0,0
5,7069_RO,7069_1788,OS. CZARKOWO,,1,5/3,518371,0,0
5,7069_RO,7069_1789,OS. LEŚNE,,0,5/3,518369,0,0
14,7069_RO,7069_179,"ZAWADZKIEGO ""ZOŚKI""",,1,14/10,518388,0,0
5,7069_RO,7069_1790,OS. CZARKOWO,,1,5/3,518371,0,0
5,7069_RO,7069_1792,OS. LEŚNE,,0,5/3,518369,0,0
5,7069_RO,7069_1793,OS. CZARKOWO,,1,5/3,518371,0,0
5,7069_RO,7069_1794,OS. LEŚNE,,0,5/3,518369,0,0
5,7069_RO,7069_1795,OS. CZARKOWO,,1,5/3,518371,0,0
5,7069_RO,7069_1796,OS. LEŚNE,,0,5/3,518369,0,0
5,7069_RO,7069_1797,OS. CZARKOWO,,1,5/3,518371,0,0
5,7069_RO,7069_1798,OS. LEŚNE,,0,5/3,518369,0,0
5,7069_RO,7069_1799,OS. CZARKOWO,,1,5/3,518371,0,0
1,7069_RO,7069_180,CHYNÓW,,1,1/2,518409,0,0
5,7069_RO,7069_1800,OS. LEŚNE,,0,5/3,518369,0,0
5,7069_RO,7069_1801,OS. CZARKOWO,,1,5/3,518371,0,0
5,7069_RO,7069_1802,OS. LEŚNE,,0,5/3,518369,0,0
5,7069_RO,7069_1803,ZAJEZDNIA CHEMICZNA,,1,5/3,518370,0,0
5,7069_RO,7069_1805,OS. LEŚNE,,0,5/4,518369,0,0
5,7069_RO,7069_1807,OS. CZARKOWO,,1,5/4,518371,0,0
5,7069_RO,7069_1808,OS. LEŚNE,,0,5/4,518369,0,0
20,7069_RO,7069_1811,PRZYLEP,,0,25/1,518445,0,0
14,7069_RO,7069_182,OS. ŚLĄSKIE,,0,14/10,518389,0,0
14,7069_RO,7069_183,"ZAWADZKIEGO ""ZOŚKI""",,1,14/10,518388,0,0
27,7069_RO,7069_1832,JELENIÓW,,0,27/2,518360,0,0
44,7069_RO,7069_1837,OS. KWIATOWE,,0,55P/10,518276,0,0
44,7069_RO,7069_1839,OS. KWIATOWE,,0,44/1,518276,0,0
14,7069_RO,7069_184,OS. ŚLĄSKIE,,0,14/10,518389,0,0
