route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
5,7069_RO,7069_1842,OS. CZARKOWO,,1,5/4,518371,0,0
5,7069_RO,7069_1851,OS. LEŚNE,,0,5/4,518369,0,0
6,7069_RO,7069_186,OS. BRANIBORSKIE,,0,6/1,518284,0,0
44,7069_RO,7069_1865,OS. KWIATOWE,,0,27/1,518276,0,0
27,7069_RO,7069_1866,DWORZEC GŁÓWNY,,1,27/2,518353,0,0
20,7069_RO,7069_1873,DWORZEC GŁÓWNY,,1,25/1,518448,0,0
22,7069_RO,7069_1874,CHYNÓW,,0,22/1,518422,0,0
14,7069_RO,7069_188,"ZAWADZKIEGO ""ZOŚKI""",,1,14/11,518388,0,0
3,7069_RO,7069_1880,ZAJEZDNIA CHEMICZNA,,1,25/1,518282,0,0
17,7069_RO,7069_1889,OS. PRZYJAŹNI,,0,17/1,518319,0,0
14,7069_RO,7069_189,OS. ŚLĄSKIE,,0,14/11,518389,0,0
39,7069_RO,7069_1893,BOTANICZNA,,0,39/20,518337,0,0
3,7069_RO,7069_1895,ZAJEZDNIA CHEMICZNA,,1,25/10,518282,0,0
3,7069_RO,7069_1897,ZAJEZDNIA CHEMICZNA,,1,29/1,518282,0,0
1,7069_RO,7069_19,CHYNÓW,,1,1/20,518409,0,0
14,7069_RO,7069_190,"ZAWADZKIEGO ""ZOŚKI""",,1,14/11,518388,0,0
9,7069_RO,7069_1903,OS. CZARKOWO,,1,9/1,518323,0,0
9,7069_RO,7069_1904,JĘDRZYCHÓW PRZEZ DZIAŁKI,,0,9/1,518321,0,0
9,7069_RO,7069_1906,OS. CZARKOWO PRZEZ DZIAŁKI,,1,9/1,518322,0,0
44,7069_RO,7069_1907,OS. KWIATOWE,,0,44/10,518276,0,0
44,7069_RO,7069_1909,OS. KWIATOWE,,0,27/1,518276,0,0
14,7069_RO,7069_191,OS. ŚLĄSKIE,,0,14/11,518389,0,0
N3,7069_RO,7069_1910,JĘDRZYCHÓW,,0,N1/30,518451,0,0
0,7069_RO,7069_1912,"ZAWADZKIEGO ""ZOŚKI"" PRZEZ SPINKO",,1,8/2,518381,0,0
44,7069_RO,7069_1915,OS. KWIATOWE,,0,44/10,518276,0,0
9,7069_RO,7069_1916,JĘDRZYCHÓW,,0,9/2,518324,0,0
3,7069_RO,7069_1919,ZAJEZDNIA CHEMICZNA,,1,27/10,518282,0,0
6,7069_RO,7069_192,OS. BRANIBORSKIE,,0,21/1,518284,0,0
9,7069_RO,7069_1924,JĘDRZYCHÓW,,0,9/2,518324,0,0
9,7069_RO,7069_1929,JĘDRZYCHÓW,,0,9/2,518324,0,0
14,7069_RO,7069_193,"ZAWADZKIEGO ""ZOŚKI""",,1,14/11,518388,0,0
N3,7069_RO,7069_1933,BOTANICZNA,,0,N1/30,518452,0,0
N4,7069_RO,7069_1934,ZAJEZDNIA CHEMICZNA,,0,N1/30,518453,0,0
44,7069_RO,7069_1938,OS. KWIATOWE,,0,27/1,518276,0,0
N4,7069_RO,7069_1939,ZAJEZDNIA CHEMICZNA,,0,N1/30,518453,0,0
14,7069_RO,7069_194,OS. ŚLĄSKIE,,0,14/2,518389,0,0
5,7069_RO,7069_1940,OS. CZARKOWO,,1,5/4,518371,0,0
44,7069_RO,7069_1941,OS. KWIATOWE,,0,44/10,518276,0,0
44,7069_RO,7069_1942,OS. KWIATOWE,,0,27/1,518276,0,0
44,7069_RO,7069_1943,OS. KWIATOWE,,0,44/10,518276,0,0
44,7069_RO,7069_1944,OS. KWIATOWE,,0,27/1,518276,0,0
44,7069_RO,7069_1945,OS. KWIATOWE,,0,30/1,518276,0,0
44,7069_RO,7069_1946,OS. KWIATOWE,,0,20/21,518276,0,0
44,7069_RO,7069_1947,OS. KWIATOWE,,0,27/2,518276,0,0
44,7069_RO,7069_1948,OS. KWIATOWE,,0,27/1,518272,0,0
44,7069_RO,7069_1949,OS. KWIATOWE,,0,27/2,518272,0,0
14,7069_RO,7069_195,"ZAWADZKIEGO ""ZOŚKI""",,1,14/2,518388,0,0
44,7069_RO,7069_1950,OS. KWIATOWE,,0,27/2,518274,0,0
44,7069_RO,7069_1951,OS. KWIATOWE,,0,27/2,518274,0,0
44,7069_RO,7069_1954,OS. KWIATOWE,,0,27/21,518274,0,0
44,7069_RO,7069_1955,OS. KWIATOWE,,0,27/3,518269,0,0
44,7069_RO,7069_1958,OS. KWIATOWE,,0,44/1,518271,0,0
44,7069_RO,7069_1959,OS. KWIATOWE,,0,27/3,518278,0,0
44,7069_RO,7069_1960,BOTANICZNA,,0,14/2,518277,0,0
44,7069_RO,7069_1962,BOTANICZNA,,0,44/1,518277,0,0
5,7069_RO,7069_1963,OS. LEŚNE,,0,5/4,518369,0,0
44,7069_RO,7069_1964,BOTANICZNA,,0,27/21,518277,0,0
44,7069_RO,7069_1965,BOTANICZNA,,0,27/21,518277,0,0
44,7069_RO,7069_1966,BOTANICZNA,,0,30/10,518275,0,0
44,7069_RO,7069_1967,BOTANICZNA,,0,2/11,518275,0,0
44,7069_RO,7069_1968,BOTANICZNA,,0,25/21,518275,0,0
14,7069_RO,7069_197,OS. ŚLĄSKIE,,0,14/2,518389,0,0
44,7069_RO,7069_1970,BOTANICZNA,,0,10/1,518275,0,0
5,7069_RO,7069_1975,OS. CZARKOWO,,1,5/4,518371,0,0
44,7069_RO,7069_1984,WYSPIAŃSKIEGO,,0,44/1,518270,0,0
14,7069_RO,7069_199,"ZAWADZKIEGO ""ZOŚKI""",,1,14/2,518388,0,0
5,7069_RO,7069_1996,OS. LEŚNE,,0,5/4,518369,0,0
5,7069_RO,7069_1997,OS. CZARKOWO,,1,5/4,518371,0,0
5,7069_RO,7069_1998,OS. LEŚNE,,0,5/4,518369,0,0
0,7069_RO,7069_1999,PKP NOWY KISIELIN,,0,19/20,518385,0,0
1,7069_RO,7069_2,JĘDRZYCHÓW,,0,1/10,518406,0,0
14,7069_RO,7069_200,OS. ŚLĄSKIE,,0,14/2,518389,0,0
2,7069_RO,7069_2000,BARCIKOWICE,,0,2/10,518443,0,0
5,7069_RO,7069_2003,OS. CZARKOWO,,1,5/4,518371,0,0
14,7069_RO,7069_201,"ZAWADZKIEGO ""ZOŚKI""",,1,14/2,518388,0,0
26,7069_RO,7069_2012,OS. ŚLĄSKIE,,1,19/20,518508,0,0
5,7069_RO,7069_2014,OS. LEŚNE,,0,5/4,518369,0,0
44,7069_RO,7069_2038,WYSPIAŃSKIEGO,,0,10/1,518270,0,0
14,7069_RO,7069_204,OS. ŚLĄSKIE,,0,14/2,518389,0,0
44,7069_RO,7069_2041,WYSPIAŃSKIEGO,,0,27/21,518270,0,0
44,7069_RO,7069_2042,DWORZEC GŁÓWNY,,0,25/21,518273,0,0
44,7069_RO,7069_2048,DWORZEC GŁÓWNY,,0,27/21,518273,0,0
14,7069_RO,7069_205,"ZAWADZKIEGO ""ZOŚKI""",,1,14/2,518388,0,0
27,7069_RO,7069_2050,JAROGNIEWICE,,0,14/2,518352,0,0
27,7069_RO,7069_2052,OCHLA,,1,14/2,518357,0,0
30,7069_RO,7069_2077,DRZONKÓW,,0,26/1,518374,0,0
3,7069_RO,7069_2081,DWORZEC GŁÓWNY,,0,25/20,518283,0,0
44,7069_RO,7069_2084,OS. KWIATOWE,,0,30/1,518276,0,0
30,7069_RO,7069_2085,DWORZEC GŁÓWNY,,1,26/1,518375,0,0
20,7069_RO,7069_2089,DWORZEC GŁÓWNY,,1,22/20,518450,0,0
14,7069_RO,7069_209,OS. ŚLĄSKIE,,0,14/2,518389,0,0
14,7069_RO,7069_210,"ZAWADZKIEGO ""ZOŚKI""",,1,14/2,518388,0,0
14,7069_RO,7069_211,OS. ŚLĄSKIE,,0,14/2,518389,0,0
1,7069_RO,7069_212,JĘDRZYCHÓW,,0,1/3,518406,0,0
6,7069_RO,7069_213,OS. BRANIBORSKIE,,0,6/1,518284,0,0
3,7069_RO,7069_2133,DWORZEC GŁÓWNY,,0,25/22,518283,0,0
3,7069_RO,7069_2137,ZAJEZDNIA CHEMICZNA,,1,20/20,518282,0,0
1,7069_RO,7069_2138,DWORZEC GŁÓWNY,,0,22/1,518401,0,0
14,7069_RO,7069_215,OS. ŚLĄSKIE,,0,14/21,518389,0,0
20,7069_RO,7069_2151,PRZYLEP,,0,30/1,518445,0,0
22,7069_RO,7069_2156,CHYNÓW,,0,22/1,518422,0,0
14,7069_RO,7069_216,"ZAWADZKIEGO ""ZOŚKI""",,1,14/21,518388,0,0
5,7069_RO,7069_2169,OS. CZARKOWO,,1,5/4,518371,0,0
14,7069_RO,7069_217,OS. ŚLĄSKIE,,0,14/4,518389,0,0
1,7069_RO,7069_218,CHYNÓW,,1,1/2,518409,0,0
5,7069_RO,7069_2182,OS. LEŚNE,,0,5/4,518369,0,0
5,7069_RO,7069_2183,OS. CZARKOWO,,1,5/4,518371,0,0
14,7069_RO,7069_219,"ZAWADZKIEGO ""ZOŚKI""",,1,14/3,518388,0,0
14,7069_RO,7069_220,OS. ŚLĄSKIE,,0,14/4,518389,0,0
1,7069_RO,7069_221,JĘDRZYCHÓW,,0,1/4,518406,0,0
1,7069_RO,7069_223,JANY,,1,1/4,518399,0,0
20,7069_RO,7069_2245,DWORZEC GŁÓWNY,,1,30/1,518448,0,0
20,7069_RO,7069_2248,PRZYLEP,,0,30/1,518445,0,0
5,7069_RO,7069_225,OS. CZARKOWO,,1,5/2,518367,0,0
5,7069_RO,7069_2250,OS. LEŚNE,,0,5/5,518368,0,0
5,7069_RO,7069_2251,OS. CZARKOWO,,1,5/5,518371,0,0
5,7069_RO,7069_2252,OS. LEŚNE,,0,5/5,518369,0,0
5,7069_RO,7069_2253,OS. CZARKOWO,,1,5/5,518371,0,0
5,7069_RO,7069_2254,OS. LEŚNE,,0,5/5,518369,0,0
5,7069_RO,7069_2255,OS. CZARKOWO,,1,5/5,518371,0,0
14,7069_RO,7069_226,OS. ŚLĄSKIE,,0,14/20,518391,0,0
14,7069_RO,7069_227,"ZAWADZKIEGO ""ZOŚKI""",,1,14/20,518388,0,0
20,7069_RO,7069_2279,DWORZEC GŁÓWNY,,1,30/1,518448,0,0
14,7069_RO,7069_228,OS. ŚLĄSKIE,,0,14/20,518389,0,0
14,7069_RO,7069_230,"ZAWADZKIEGO ""ZOŚKI""",,1,14/20,518388,0,0
5,7069_RO,7069_2325,OS. LEŚNE,,0,5/5,518369,0,0
14,7069_RO,7069_233,OS. ŚLĄSKIE,,0,14/20,518389,0,0
14,7069_RO,7069_234,"ZAWADZKIEGO ""ZOŚKI""",,1,14/20,518388,0,0
5,7069_RO,7069_2342,OS. CZARKOWO,,1,5/5,518371,0,0
14,7069_RO,7069_236,OS. ŚLĄSKIE,,0,14/21,518389,0,0
5,7069_RO,7069_2388,OS. LEŚNE,,0,5/5,518369,0,0
14,7069_RO,7069_239,"ZAWADZKIEGO ""ZOŚKI""",,1,14/21,518388,0,0
5,7069_RO,7069_2390,OS. CZARKOWO,,1,5/5,518371,0,0
14,7069_RO,7069_240,OS. ŚLĄSKIE,,0,14/21,518389,0,0
14,7069_RO,7069_241,"ZAWADZKIEGO ""ZOŚKI""",,1,14/21,518388,0,0
20,7069_RO,7069_2414,DWORZEC GŁÓWNY,,1,29/1,518447,0,0
5,7069_RO,7069_2417,OS. LEŚNE,,0,5/21,518369,0,0
5,7069_RO,7069_2424,OS. CZARKOWO,,1,5/21,518371,0,0
17,7069_RO,7069_2428,OS. PRZYJAŹNI,,0,17/1,518319,0,0
17,7069_RO,7069_2429,OS. PRZYJAŹNI,,0,17/1,518319,0,0
17,7069_RO,7069_2430,OS. PRZYJAŹNI,,0,17/1,518319,0,0
17,7069_RO,7069_2431,OS. PRZYJAŹNI,,0,17/1,518319,0,0
17,7069_RO,7069_2432,OS. PRZYJAŹNI,,0,17/1,518319,0,0
17,7069_RO,7069_2433,OS. PRZYJAŹNI,,0,17/1,518319,0,0
17,7069_RO,7069_2434,OS. PRZYJAŹNI,,0,17/1,518319,0,0
17,7069_RO,7069_2435,OS. PRZYJAŹNI,,0,17/1,518319,0,0
17,7069_RO,7069_2436,OS. PRZYJAŹNI,,0,17/1,518319,0,0
17,7069_RO,7069_2437,OS. PRZYJAŹNI,,0,17/1,518319,0,0
22,7069_RO,7069_2438,DWORZEC GŁÓWNY,,1,22/1,518420,0,0
17,7069_RO,7069_2439,OS. PRZYJAŹNI,,0,17/1,518319,0,0
14,7069_RO,7069_244,OS. ŚLĄSKIE,,0,14/21,518389,0,0
17,7069_RO,7069_2440,OS. PRZYJAŹNI,,0,17/1,518319,0,0
17,7069_RO,7069_2442,OS. PRZYJAŹNI,,0,17/1,518319,0,0
17,7069_RO,7069_2445,OS. PRZYJAŹNI,,0,17/1,518319,0,0
5,7069_RO,7069_2447,OS. LEŚNE,,0,5/21,518369,0,0
14,7069_RO,7069_245,"ZAWADZKIEGO ""ZOŚKI""",,1,14/21,518388,0,0
17,7069_RO,7069_2454,OS. PRZYJAŹNI,,0,17/1,518319,0,0
17,7069_RO,7069_2455,OS. PRZYJAŹNI,,0,17/1,518319,0,0
3,7069_RO,7069_2457,DWORZEC GŁÓWNY,,0,30/10,518283,0,0
1,7069_RO,7069_246,DWORZEC GŁÓWNY,,0,101/4,518401,0,0
3,7069_RO,7069_2466,ZAJEZDNIA CHEMICZNA,,1,30/11,518282,0,0
6,7069_RO,7069_247,OS. BRANIBORSKIE,,0,6/1,518284,0,0
17,7069_RO,7069_2470,OS. PRZYJAŹNI,,0,17/1,518319,0,0
5,7069_RO,7069_2472,OS. CZARKOWO,,1,5/21,518371,0,0
5,7069_RO,7069_2477,OS. LEŚNE,,0,5/5,518369,0,0
0,7069_RO,7069_2479,WROCŁAWSKA,,0,5/5,518386,0,0
14,7069_RO,7069_248,OS. ŚLĄSKIE,,0,14/3,518389,0,0
3,7069_RO,7069_2480,DWORZEC GŁÓWNY,,0,30/21,518283,0,0
3,7069_RO,7069_2482,ZAJEZDNIA CHEMICZNA,,1,0/5,518282,0,0
3,7069_RO,7069_2484,DWORZEC GŁÓWNY,,0,30/22,518283,0,0
0,7069_RO,7069_2485,"ZAWADZKIEGO ""ZOŚKI""",,1,5/5,518379,0,0
17,7069_RO,7069_2487,OS. PRZYJAŹNI,,0,17/1,518319,0,0
0,7069_RO,7069_2488,WROCŁAWSKA,,0,5/5,518386,0,0
0,7069_RO,7069_2489,"ZAWADZKIEGO ""ZOŚKI""",,1,5/5,518379,0,0
14,7069_RO,7069_249,"ZAWADZKIEGO ""ZOŚKI""",,1,14/3,518388,0,0
0,7069_RO,7069_2490,WROCŁAWSKA,,0,5/5,518386,0,0
3,7069_RO,7069_2493,DWORZEC GŁÓWNY,,0,39/20,518283,0,0
3,7069_RO,7069_2494,ZAJEZDNIA CHEMICZNA,,1,39/20,518282,0,0
14,7069_RO,7069_250,OS. ŚLĄSKIE,,0,14/3,518389,0,0
25,7069_RO,7069_2500,DROSZKÓW,,0,9/1,518459,0,0
25,7069_RO,7069_2505,DWORZEC GŁÓWNY,,1,9/1,518461,0,0
20,7069_RO,7069_2508,PRZYLEP,,0,44/10,518445,0,0
14,7069_RO,7069_251,"ZAWADZKIEGO ""ZOŚKI""",,1,14/3,518388,0,0
20,7069_RO,7069_2513,DWORZEC GŁÓWNY,,1,44/10,518448,0,0
20,7069_RO,7069_2515,PRZYLEP,,0,44/10,518445,0,0
14,7069_RO,7069_252,OS. ŚLĄSKIE,,0,14/3,518389,0,0
20,7069_RO,7069_2522,DWORZEC GŁÓWNY,,1,44/10,518448,0,0
44,7069_RO,7069_2529,OS. KWIATOWE,,0,44/10,518276,0,0
14,7069_RO,7069_253,"ZAWADZKIEGO ""ZOŚKI""",,1,14/3,518388,0,0
17,7069_RO,7069_2532,OS. PRZYJAŹNI,,0,6/1,518319,0,0
2,7069_RO,7069_2536,ZAJEZDNIA CHEMICZNA,,0,55P/20,518435,0,0
8,7069_RO,7069_2539,BOTANICZNA,,1,8/1,518500,0,0
14,7069_RO,7069_254,OS. ŚLĄSKIE,,0,14/3,518389,0,0
8,7069_RO,7069_2540,OS. ŚLĄSKIE,,0,8/1,518499,0,0
8,7069_RO,7069_2541,BOTANICZNA,,1,8/1,518500,0,0
8,7069_RO,7069_2542,OS. ŚLĄSKIE,,0,8/1,518499,0,0
8,7069_RO,7069_2543,BOTANICZNA,,1,8/1,518500,0,0
8,7069_RO,7069_2544,OS. ŚLĄSKIE,,0,8/1,518499,0,0
8,7069_RO,7069_2545,BOTANICZNA,,1,8/1,518500,0,0
14,7069_RO,7069_255,"ZAWADZKIEGO ""ZOŚKI""",,1,14/3,518388,0,0
14,7069_RO,7069_256,OS. ŚLĄSKIE,,0,14/3,518389,0,0
14,7069_RO,7069_257,"ZAWADZKIEGO ""ZOŚKI""",,1,14/3,518388,0,0
14,7069_RO,7069_258,OS. ŚLĄSKIE,,0,14/3,518389,0,0
14,7069_RO,7069_259,"ZAWADZKIEGO ""ZOŚKI""",,1,14/3,518388,0,0
14,7069_RO,7069_261,OS. ŚLĄSKIE,,0,14/3,518389,0,0
14,7069_RO,7069_262,"ZAWADZKIEGO ""ZOŚKI""",,1,14/3,518388,0,0
8,7069_RO,7069_2620,OS. ŚLĄSKIE,,0,8/1,518499,0,0
14,7069_RO,7069_263,OS. ŚLĄSKIE,,0,14/3,518389,0,0
14,7069_RO,7069_264,"ZAWADZKIEGO ""ZOŚKI""",,1,14/2,518388,0,0
14,7069_RO,7069_265,OS. ŚLĄSKIE,,0,14/2,518389,0,0
14,7069_RO,7069_268,OS. ŚLĄSKIE,,0,14/3,518389,0,0
14,7069_RO,7069_269,"ZAWADZKIEGO ""ZOŚKI""",,1,14/4,518388,0,0
14,7069_RO,7069_270,OS. ŚLĄSKIE,,0,14/4,518389,0,0
14,7069_RO,7069_272,"ZAWADZKIEGO ""ZOŚKI""",,1,19/10,518388,0,0
14,7069_RO,7069_273,OS. ŚLĄSKIE,,0,19/10,518389,0,0
14,7069_RO,7069_274,"ZAWADZKIEGO ""ZOŚKI""",,1,14/4,518388,0,0
8,7069_RO,7069_2749,BOTANICZNA,,1,8/1,518500,0,0
14,7069_RO,7069_276,OS. ŚLĄSKIE,,0,14/4,518389,0,0
14,7069_RO,7069_277,"ZAWADZKIEGO ""ZOŚKI""",,1,14/4,518388,0,0
14,7069_RO,7069_278,OS. ŚLĄSKIE,,0,14/4,518389,0,0
14,7069_RO,7069_279,"ZAWADZKIEGO ""ZOŚKI""",,1,14/4,518388,0,0
14,7069_RO,7069_280,OS. ŚLĄSKIE,,0,14/4,518389,0,0
1,7069_RO,7069_2808,JĘDRZYCHÓW,,0,1/1,518406,0,0
14,7069_RO,7069_281,"ZAWADZKIEGO ""ZOŚKI""",,1,14/4,518388,0,0
1,7069_RO,7069_2814,JĘDRZYCHÓW,,0,1/1,518406,0,0
1,7069_RO,7069_2815,CHYNÓW PRZEZ SŁUBICKĄ,,1,1/1,518403,0,0
1,7069_RO,7069_2816,JĘDRZYCHÓW,,0,1/1,518406,0,0
1,7069_RO,7069_2817,CHYNÓW,,1,1/1,518409,0,0
1,7069_RO,7069_2818,JĘDRZYCHÓW,,0,1/1,518411,0,0
1,7069_RO,7069_2819,CHYNÓW,,1,1/1,518409,0,0
14,7069_RO,7069_282,OS. ŚLĄSKIE,,0,14/4,518389,0,0
1,7069_RO,7069_2820,JĘDRZYCHÓW,,0,1/1,518406,0,0
1,7069_RO,7069_2821,CHYNÓW,,1,1/1,518409,0,0
14,7069_RO,7069_283,"ZAWADZKIEGO ""ZOŚKI""",,1,14/4,518388,0,0
1,7069_RO,7069_2833,JĘDRZYCHÓW,,0,1/1,518406,0,0
1,7069_RO,7069_2836,CHYNÓW,,1,1/1,518409,0,0
1,7069_RO,7069_2837,JĘDRZYCHÓW,,0,1/1,518411,0,0
1,7069_RO,7069_2838,JĘDRZYCHÓW,,0,1/4,518406,0,0
1,7069_RO,7069_2839,CHYNÓW,,1,1/4,518409,0,0
14,7069_RO,7069_284,OS. ŚLĄSKIE,,0,14/4,518389,0,0
1,7069_RO,7069_2840,JĘDRZYCHÓW,,0,1/2,518406,0,0
8,7069_RO,7069_2841,OS. ŚLĄSKIE,,0,8/1,518499,0,0
8,7069_RO,7069_2842,BOTANICZNA,,1,8/1,518500,0,0
8,7069_RO,7069_2843,OS. ŚLĄSKIE,,0,8/1,518499,0,0
8,7069_RO,7069_2844,BOTANICZNA,,1,8/1,518500,0,0
8,7069_RO,7069_2845,OS. ŚLĄSKIE,,0,8/1,518499,0,0
8,7069_RO,7069_2846,BOTANICZNA,,1,8/1,518500,0,0
8,7069_RO,7069_2847,OS. ŚLĄSKIE,,0,8/1,518499,0,0
8,7069_RO,7069_2848,BOTANICZNA,,1,8/1,518500,0,0
8,7069_RO,7069_2849,OS. ŚLĄSKIE,,0,8/1,518499,0,0
14,7069_RO,7069_285,"ZAWADZKIEGO ""ZOŚKI""",,1,14/4,518388,0,0
8,7069_RO,7069_2850,BOTANICZNA,,1,14/2,518500,0,0
8,7069_RO,7069_2853,BOTANICZNA,,1,8/2,518500,0,0
8,7069_RO,7069_2854,OS. ŚLĄSKIE,,0,8/2,518499,0,0
8,7069_RO,7069_2855,BOTANICZNA,,1,8/2,518500,0,0
8,7069_RO,7069_2856,OS. ŚLĄSKIE,,0,8/2,518499,0,0
8,7069_RO,7069_2859,BOTANICZNA,,1,8/2,518500,0,0
14,7069_RO,7069_286,OS. ŚLĄSKIE,,0,14/4,518389,0,0
8,7069_RO,7069_2862,OS. ŚLĄSKIE,,0,8/2,518499,0,0
8,7069_RO,7069_2863,BOTANICZNA,,1,8/2,518500,0,0
8,7069_RO,7069_2864,OS. ŚLĄSKIE,,0,8/2,518499,0,0
8,7069_RO,7069_2865,BOTANICZNA,,1,8/2,518500,0,0
8,7069_RO,7069_2866,OS. ŚLĄSKIE,,0,8/2,518499,0,0
8,7069_RO,7069_2867,BOTANICZNA,,1,8/2,518500,0,0
8,7069_RO,7069_2868,OS. ŚLĄSKIE,,0,8/2,518499,0,0
8,7069_RO,7069_2869,BOTANICZNA,,1,8/2,518500,0,0
14,7069_RO,7069_287,"ZAWADZKIEGO ""ZOŚKI""",,1,14/3,518388,0,0
8,7069_RO,7069_2870,OS. ŚLĄSKIE,,0,8/2,518499,0,0
8,7069_RO,7069_2871,BOTANICZNA,,1,8/2,518500,0,0
8,7069_RO,7069_2872,OS. ŚLĄSKIE,,0,8/2,518499,0,0
8,7069_RO,7069_2873,BOTANICZNA,,1,8/2,518500,0,0
8,7069_RO,7069_2877,BOTANICZNA,,1,0/3,518500,0,0
8,7069_RO,7069_2878,OS. ŚLĄSKIE,,0,0/3,518499,0,0
1,7069_RO,7069_2879,CHYNÓW,,1,1/2,518409,0,0
14,7069_RO,7069_288,OS. ŚLĄSKIE,,0,14/3,518389,0,0
1,7069_RO,7069_2880,JĘDRZYCHÓW,,0,1/2,518406,0,0
1,7069_RO,7069_2881,JĘDRZYCHÓW,,0,1/2,518406,0,0
1,7069_RO,7069_2882,CHYNÓW,,1,1/2,518409,0,0
8,7069_RO,7069_2885,BOTANICZNA,,1,0/3,518500,0,0
8,7069_RO,7069_2886,OS. ŚLĄSKIE,,0,8/3,518499,0,0
8,7069_RO,7069_2887,BOTANICZNA,,1,8/3,518500,0,0
8,7069_RO,7069_2888,OS. ŚLĄSKIE,,0,8/3,518499,0,0
14,7069_RO,7069_289,"ZAWADZKIEGO ""ZOŚKI""",,1,19/2,518388,0,0
8,7069_RO,7069_2890,BOTANICZNA,,1,8/3,518500,0,0
8,7069_RO,7069_2891,OS. ŚLĄSKIE,,0,8/3,518499,0,0
8,7069_RO,7069_2892,BOTANICZNA,,1,8/3,518500,0,0
8,7069_RO,7069_2893,OS. ŚLĄSKIE,,0,8/3,518499,0,0
8,7069_RO,7069_2894,BOTANICZNA,,1,8/3,518500,0,0
8,7069_RO,7069_2895,OS. ŚLĄSKIE,,0,8/3,518499,0,0
8,7069_RO,7069_2896,BOTANICZNA,,1,8/3,518500,0,0
8,7069_RO,7069_2897,OS. ŚLĄSKIE,,0,8/3,518499,0,0
8,7069_RO,7069_2898,BOTANICZNA,,1,8/3,518500,0,0
8,7069_RO,7069_2899,OS. ŚLĄSKIE,,0,8/3,518499,0,0
12,7069_RO,7069_29,"ZAWADZKIEGO ""ZOŚKI""",,0,12/1,518494,0,0
14,7069_RO,7069_290,OS. ŚLĄSKIE,,0,19/2,518389,0,0
8,7069_RO,7069_2900,BOTANICZNA,,1,8/3,518500,0,0
8,7069_RO,7069_2907,OS. ŚLĄSKIE,,0,0/4,518499,0,0
8,7069_RO,7069_2908,BOTANICZNA,,1,0/4,518500,0,0
8,7069_RO,7069_2909,OS. ŚLĄSKIE,,0,10/2,518499,0,0
14,7069_RO,7069_291,"ZAWADZKIEGO ""ZOŚKI""",,1,30/1,518388,0,0
8,7069_RO,7069_2910,BOTANICZNA,,1,10/2,518500,0,0
8,7069_RO,7069_2912,OS. ŚLĄSKIE,,0,10/2,518499,0,0
8,7069_RO,7069_2913,BOTANICZNA,,1,5/5,518500,0,0
8,7069_RO,7069_2916,OS. ŚLĄSKIE,,0,8/4,518499,0,0
14,7069_RO,7069_292,OS. ŚLĄSKIE,,0,30/1,518389,0,0
8,7069_RO,7069_2925,BOTANICZNA,,1,8/4,518500,0,0
8,7069_RO,7069_2926,OS. ŚLĄSKIE,,0,8/4,518499,0,0
8,7069_RO,7069_2928,BOTANICZNA,,1,8/4,518500,0,0
8,7069_RO,7069_2929,OS. ŚLĄSKIE,,0,8/4,518499,0,0
14,7069_RO,7069_293,"ZAWADZKIEGO ""ZOŚKI""",,1,30/1,518388,0,0
8,7069_RO,7069_2931,BOTANICZNA,,1,8/4,518500,0,0
8,7069_RO,7069_2933,OS. ŚLĄSKIE,,0,8/4,518499,0,0
8,7069_RO,7069_2934,BOTANICZNA,,1,8/4,518500,0,0
8,7069_RO,7069_2935,OS. ŚLĄSKIE,,0,8/4,518499,0,0
8,7069_RO,7069_2936,BOTANICZNA,,1,8/4,518500,0,0
8,7069_RO,7069_2938,OS. ŚLĄSKIE,,0,8/4,518499,0,0
8,7069_RO,7069_2940,BOTANICZNA,,1,8/4,518500,0,0
8,7069_RO,7069_2947,OS. ŚLĄSKIE,,0,8/4,518499,0,0
1,7069_RO,7069_2948,CHYNÓW,,1,1/2,518409,0,0
14,7069_RO,7069_295,ZAJEZDNIA CHEMICZNA,,1,30/1,518390,0,0
8,7069_RO,7069_2950,BOTANICZNA,,1,8/4,518500,0,0
8,7069_RO,7069_2952,OS. ŚLĄSKIE,,0,8/4,518499,0,0
8,7069_RO,7069_2954,BOTANICZNA,,1,8/4,518500,0,0
8,7069_RO,7069_2958,OS. ŚLĄSKIE,,0,8/5,518499,0,0
8,7069_RO,7069_2960,BOTANICZNA,,1,8/5,518500,0,0
8,7069_RO,7069_2961,OS. ŚLĄSKIE,,0,8/5,518499,0,0
8,7069_RO,7069_2962,BOTANICZNA,,1,8/5,518500,0,0
8,7069_RO,7069_2963,OS. ŚLĄSKIE,,0,8/5,518499,0,0
8,7069_RO,7069_2965,BOTANICZNA,,1,8/5,518500,0,0
8,7069_RO,7069_2966,OS. ŚLĄSKIE,,0,8/5,518499,0,0
8,7069_RO,7069_2967,BOTANICZNA,,1,8/5,518500,0,0
8,7069_RO,7069_2968,OS. ŚLĄSKIE,,0,8/5,518499,0,0
8,7069_RO,7069_2969,BOTANICZNA,,1,8/5,518500,0,0
8,7069_RO,7069_2970,OS. ŚLĄSKIE,,0,8/5,518499,0,0
8,7069_RO,7069_2971,BOTANICZNA,,1,8/5,518500,0,0
8,7069_RO,7069_2972,OS. ŚLĄSKIE,,0,8/5,518499,0,0
