algorytm,srednie_HV,odchylenie_HV,mediana_HV,min_HV,max_HV
GEN,0.6291583905733252,0.3991434728852176,0.46836206588188156,0.2640636932707356,1.277244101775404
ACO,0.5404399145800733,0.2242767633200385,0.5339999167418304,0.2640636932707356,0.8798777777777782
PSO,0.5428429339639371,0.2411303612286454,0.5439092413998681,0.233745628560636,0.9071857142857148
