0,GEN,0,1,1371,73,36,2,1324
0,GEN,0,1,1371,73,27,3,1324
0,GEN,0,1,1371,73,21,4,1324
0,ACO,0,1,1371,73,41,2,2114
0,PSO,0,1,1371,73,36,2,1823
0,PSO,0,1,1371,73,22,3,1823
0,GEN,1,1,1371,73,36,2,1384
0,GEN,1,1,1371,73,31,4,1384
0,ACO,1,1,1371,73,27,3,1842
0,PSO,1,1,1371,73,36,2,1275
0,PSO,1,1,1371,73,31,3,1275
0,GEN,2,1,1371,73,36,2,1056
0,GEN,2,1,1371,73,16,4,1056
0,ACO,2,1,1371,73,41,2,1937
0,PSO,2,1,1371,73,22,3,1630
0,GEN,3,1,1371,73,36,2,1239
0,GEN,3,1,1371,73,25,4,1239
0,ACO,3,0,0,0,0,0,2194
0,PSO,3,1,1371,73,36,2,1137
0,PSO,3,1,1371,73,22,3,1137
0,GEN,4,1,1371,73,39,2,1220
0,GEN,4,1,1371,73,25,3,1220
0,ACO,4,1,1371,73,41,2,1814
0,ACO,4,1,1371,73,27,3,1814
0,PSO,4,1,1371,73,22,3,980
0,GEN,5,1,1371,73,39,2,1247
0,GEN,5,1,1371,73,21,3,1247
0,ACO,5,1,1371,73,41,2,1788
0,PSO,5,1,1371,73,36,2,1851
0,GEN,6,1,1371,73,41,2,1283
0,GEN,6,1,1371,73,39,3,1283
0,ACO,6,1,1371,73,41,2,1643
0,ACO,6,1,1371,73,27,3,1643
0,PSO,6,1,1371,73,36,2,953
0,PSO,6,1,1371,73,25,3,953
0,GEN,7,1,1371,73,41,2,1071
0,GEN,7,1,1371,73,40,4,1071
0,GEN,7,1,1371,73,38,5,1071
0,ACO,7,1,1371,73,41,2,1990
0,PSO,7,1,1371,73,36,2,1440
0,PSO,7,1,1371,73,22,3,1440
0,GEN,8,1,1371,73,41,2,1180
0,GEN,8,1,1371,73,21,3,1180
0,ACO,8,1,1371,73,41,2,1803
0,ACO,8,1,1371,73,27,3,1803
0,PSO,8,1,1371,73,36,2,1041
0,PSO,8,1,1371,73,34,3,1041
0,GEN,9,1,1371,73,36,2,1129
0,GEN,9,1,1371,73,21,3,1129
0,ACO,9,1,1371,73,27,3,2175
0,PSO,9,1,1371,73,36,2,876
0,PSO,9,1,1371,73,22,3,876
1,GEN,0,1,1181,54,16,1,2384
1,ACO,0,1,1181,54,16,1,2505
1,PSO,0,1,1181,54,16,1,1378
1,GEN,1,1,1181,54,16,1,2535
1,ACO,1,1,1181,54,16,1,2748
1,PSO,1,1,1181,54,16,1,1353
1,GEN,2,1,1181,54,16,1,2434
1,ACO,2,1,1181,54,16,1,2596
1,PSO,2,1,1181,54,16,1,1407
1,GEN,3,1,1181,54,16,1,2479
1,ACO,3,1,1181,54,16,1,2674
1,PSO,3,1,1181,54,16,1,1361
1,GEN,4,1,1181,54,16,1,2366
1,ACO,4,1,1181,54,16,1,2660
1,PSO,4,1,1181,54,16,1,1470
1,PSO,4,1,1181,54,13,3,1470
1,GEN,5,1,1181,54,16,1,2460
1,ACO,5,1,1181,54,16,1,2684
1,PSO,5,1,1181,54,16,1,1426
1,GEN,6,1,1181,54,16,1,2577
1,ACO,6,1,1181,54,16,1,2742
1,PSO,6,1,1181,54,16,1,1410
1,GEN,7,1,1181,54,16,1,2425
1,ACO,7,1,1181,54,16,1,2580
1,PSO,7,1,1181,54,16,1,1453
1,GEN,8,1,1181,54,16,1,2615
1,ACO,8,1,1181,54,16,1,2775
1,PSO,8,1,1181,54,16,1,1424
1,GEN,9,1,1181,54,16,1,2711
1,ACO,9,1,1181,54,16,1,2894
1,PSO,9,1,1181,54,16,1,1362
2,GEN,0,1,839,66,21,1,3189
2,GEN,0,1,839,29,4,2,3189
2,GEN,0,1,879,8,14,3,3189
2,GEN,0,1,1019,58,11,1,3189
2,ACO,0,1,839,66,21,1,3550
2,ACO,0,1,839,66,16,3,3550
2,PSO,0,1,839,66,21,1,1704
2,PSO,0,1,839,66,13,2,1704
2,GEN,1,1,839,66,21,1,3033
2,GEN,1,1,839,29,4,2,3033
2,GEN,1,1,879,8,10,3,3033
2,GEN,1,1,1019,58,11,1,3033
2,GEN,1,1,1019,58,11,1,3033
2,GEN,1,1,1019,58,11,1,3033
2,ACO,1,1,839,66,21,1,3431
2,ACO,1,1,839,66,16,3,3431
2,PSO,1,1,839,66,21,1,1712
2,PSO,1,1,839,66,13,2,1712
2,GEN,2,1,839,66,21,1,3019
2,GEN,2,1,839,29,4,2,3019
2,GEN,2,1,1019,58,11,1,3019
2,GEN,2,1,1019,58,11,1,3019
2,GEN,2,1,1019,58,11,1,3019
2,ACO,2,1,839,66,21,1,3484
2,ACO,2,1,839,66,17,2,3484
2,PSO,2,1,839,66,21,1,1693
2,PSO,2,1,839,66,13,2,1693
2,GEN,3,1,839,66,21,1,3051
2,GEN,3,1,839,29,4,2,3051
2,GEN,3,1,879,8,14,3,3051
2,GEN,3,1,1019,58,11,1,3051
2,ACO,3,1,839,66,21,1,3476
2,ACO,3,1,839,66,17,2,3476
2,PSO,3,1,839,66,21,1,1551
2,PSO,3,1,839,66,13,2,1551
2,GEN,4,1,839,66,21,1,2889
2,GEN,4,1,839,29,4,2,2889
2,GEN,4,1,879,8,14,3,2889
2,GEN,4,1,879,8,10,4,2889
2,GEN,4,1,1019,58,11,1,2889
2,ACO,4,1,839,66,21,1,3416
2,ACO,4,1,839,66,20,2,3416
2,PSO,4,1,839,66,21,1,1714
2,PSO,4,1,839,66,13,2,1714
2,GEN,5,1,839,66,21,1,3005
2,GEN,5,1,839,29,4,2,3005
2,GEN,5,1,879,8,14,3,3005
2,GEN,5,1,1019,58,11,1,3005
2,GEN,5,1,1019,58,11,1,3005
2,GEN,5,1,1019,58,11,1,3005
2,ACO,5,1,839,66,21,1,3753
2,ACO,5,1,839,66,20,2,3753
2,PSO,5,1,839,66,21,1,1643
