algorytm,srednie_HV,odchylenie_HV,mediana_HV,min_HV,max_HV
GEN,0.9288762987286877,0.4954378665490583,0.9721330736577465,0.0,1.4641000000000006
ACO,0.5276120898493795,0.5090071812070375,0.4324265692082361,0.0,1.4641000000000006
PSO,0.6144462673271512,0.5522182571723355,0.8589872524379214,0.0,1.4641000000000006
